序號,學科術語,參考解釋,第1階段,第2階段,第3階段,第4階段,第5階段,臺灣台語詞彙,臺羅
103904,原生生物,原生生物統稱真核生物域中，不屬於植物、動物和真菌的那些一般個體微小、多數為單細胞的、有細胞核和原生質膜包圍的細胞器的真核生物。,,自然科學-自然科學,,自然科學-生物,自然科學-生物,原生生物,guân-sing sing-bu̍t
103905,原生物種,又稱本土物種。在生物學中，若一物種被認為是「原生物種」，表示其在該地的分布純粹是自然因素造成的，沒有人為因素夾雜其中。每種野生生物都有一定的自然分布範圍，在該範圍內，該生物被視為是原生物種。,,自然科學-自然科學,,,自然科學-生物,原生物種,guân-sing bu̍t-tsióng guân-sing bu̍t-tsíng
103906,原生種,原生種不一定是特有種，在生物學及生態學中，特有種是指分布僅侷限於某一地區的某物種，而原生種則可能在分布於某區域的同時，亦分布於另一區域。原生種及特有種的觀念都不表示該物種一定起源或演化自該區域。,,,自然科學-自然科學,,,原生種,guân-sing-tsióng guân-sing-tsíng
103908,原著,指未經修改前的原作品。,,語文-國語文,語文-國語文,藝術-表演藝術,語文-國語文,原著,guân-tù
103909,原價,原定的價格。,,,數學-數學,,,原價,guân-kè
103910,原點,解析幾何學上，坐標系的中心，即所有坐標軸的交點。,,,數學-數學,自然科學-地球科學 數學-數學,數學-數學,原點,guân-tiám
103911,哨子,用來示警或作信號的發聲器。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,健康與體育-健康與體育,綜合活動-綜合活動,,藝術-音樂,觱仔,pi-á
103912,哭調,臺灣歌仔戲中文戲的重要唱腔曲調。多用於悲傷場面，主要是以臺灣各地的地方小調為基礎而加以變化，故種類繁多。,,,,藝術-音樂,,哭調仔,khàu-tiāu-á
103913,唐詩,唐代詩歌的總稱。包括古詩、律詩、絕句等體裁，是唐朝文學的代表。可分為初、盛、中、晚四期，和宋詞、元曲並稱於世。,語文-國語文,,,語文-國語文,語文-國語文,唐詩,Tông-si
103914,埃及斑蚊,中國大陸、香港、澳門、馬新稱埃及伊蚊，是一種會傳播登革熱、屈公熱、茲卡熱、黃熱病與其他疾病的蚊子。此蚊可藉由腿部的白色標記與胸節上表面的里拉琴形狀來辨識。埃及斑蚊起源於非洲，但如今則可在全球熱帶與亞熱帶區域發現到。,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-健康教育,自然科學-生物,埃及花蠓,Ai-ki̍p hue-báng
103915,害喜,婦女懷孕初期有噁心、嘔吐、飲食習慣異於平常等現象。,綜合活動-生活課程,,,健康與體育-健康教育,,病囝,pēnn-kiánn
103916,宴席,酒席。,,綜合活動-綜合活動,,,,宴席 酒桌 筵席,iân-sia̍h tsiú-toh iàn-si̍k
103917,家扶中心,中華兒童暨家庭扶助基金會為兒童福利及家庭輔導機構，以扶助貧困兒童及其家庭為目的，採認養制，由基金會徵認養人，每人認養若干兒童，負擔其生活及教育費。同時推展童保護服務，協助受虐及發育遲緩兒童，以保障兒童權益，另有中輟生輔導及寄養服務。,,,綜合活動-綜合活動 社會-社會,,,家扶中心,Ka-hû Tiong-sim
103918,家庭暴力,對家庭成員實施的暴力行為。,,社會-社會,綜合活動-綜合活動,健康與體育-健康教育 社會-公民與社會,,家庭暴力,ka-tîng pō-li̍k ka-tîng po̍k-li̍k
103919,家訓,治家立身用以垂訓子孫之言。,,,語文-國語文 社會-社會,,社會-歷史,家訓,ka-hùn
103920,家電用品,家中得插電或裝電池才可使用的器具。,,綜合活動-綜合活動,綜合活動-綜合活動,,,電器用品 家電,tiān-khì iōng-phín ka-tiān
103921,射箭,一種體育運動。目前全球約有68個國家有射箭運動的組織。西元1931年成立國際射箭總會，每兩年舉行世界錦標賽，而且也是奧運的正式比賽項目。比賽時男性射手的靶距為90、70、50、30公尺，女性射手為70、60、50、30公尺，在上述四個定點各發36隻箭，合計所射出的總得分，以決定勝負。,,,,健康與體育-體育,,射箭,siā-tsìnn
103922,射線,由中心出發，以直線形式向四周散發的射線。,,,,數學-數學,自然科學-物理,射線,siā-suànn
103923,展演,有關空間展示行為或行為在空間之呈現，其目的、主題、機能、觀念均可為展演之範疇。 ,,藝術-藝術 健康與體育-健康與體育,藝術-藝術 綜合活動-綜合活動 社會-社會,藝術-表演藝術,,展演,tián-ián
103924,島嶼,四周被水圍繞的小面積陸地。,,,社會-社會,自然科學-地球科學 社會-地理,社會-地理,島嶼,tó-sū
103925,差異,差別、不同。,,自然科學-自然科學 綜合活動-綜合活動 健康與體育-健康與體育,綜合活動-綜合活動,社會-公民與社會,,差異 差別 精差,tsha-ī tsha-pia̍t tsing-tsha
103926,座標,表示平面上或空間中某一定點的位置標示。,,,數學-數學,自然科學-地球科學 社會-地理,社會-地理,座標,tsō-piau tsō-phiau
103929,弱起拍子,樂曲的拍子如用弱拍開始，稱為弱起拍子。,,藝術-藝術,,,,弱起拍,jio̍k-khí-phik
103930,恐龍化石,指恐龍死後身體中的軟組織因腐爛而消失，骨骼（包括牙齒）等硬體組織沉積在泥沙中，處於隔絕氧氣的環境下，經過幾千萬年甚至上億年的沉積作用，骨骼完全礦物化而得以保存。,,,自然科學-自然科學,,,恐龍化石,khióng-liông huà-tsio̍h
103931,扇子,一種搖動生風以袪熱的用具。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,自然科學-自然科學,,,,扇 葵扇,sìnn khuê-sìnn
103932,扇形周長,扇形周長為扇形弧長加兩個半徑長。,,,數學-數學,,,扇形周長,sìnn-hîng tsiu-tn̂g
103933,扇形弧長,弧長等於半徑乘以圓心角弧度數。,,,數學-數學,,,扇形弧長,sìnn-hîng hôo-tn̂g
103934,挫傷,肌肉組織，直接遭到強烈外力的撞擊，所產生的一連串的血腫和發炎的反應。,,健康與體育-健康與體育,健康與體育-健康與體育,,健康與體育-體育,挫傷,tshò-siong
103935,振幅,振動體振動時離開平衡點的最大位移。,,,自然科學-自然科學,自然科學-理化,自然科學-物理,振幅,tsín-hok
103936,挺水性植物,通常生長在水邊或水位較淺的地方，根也是長在土裡，而葉片或莖卻挺出水面，再者，挺水性植物的花多數在水面上開放，典型的草本挺水植物有野慈菇、水稻、蘆葦、茭白筍、荷花與香蒲等。另有挺水性木本植物，這通常是指生活於河流的出海口及半淡鹹水的湖沼旁，而以紅樹林植物，如水筆仔等為主要代表植物。,,自然科學-自然科學,,,,挺水性植物,thíng-tsuí-sìng si̍t-bu̍t
103938,捎口訊,傳話給訊息。,,,綜合活動-綜合活動,,,寄話 帶口信,kià-uē tuà kháu-sìn
103939,捕蟲網,捕捉昆蟲的網子。,,自然科學-自然科學,,,,掠蟲網仔,lia̍h-thâng-bāng-á
103940,時刻,時間、時候。,數學-數學,數學-數學,自然科學-自然科學 綜合活動-綜合活動,,自然科學-物理,時刻,sî-khik
103941,時數,以小時為單位，計算出的時間數。,,健康與體育-健康與體育,數學-數學,,數學-數學,時數,sî-sòo
103942,書名,書本的名稱。,語文-國語文 社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,語文-國語文,語文-國語文 藝術-藝術,語文-國語文,,冊名,tsheh-miâ
103943,書面語,書面上交際使用的語言。以口語為基礎，用文字書寫表達。多使用於科學著述和政治論文，亦可用於文藝作品及正式公文中。書面語的產生，使語言在時間和地域上的流傳範圍擴大，並加強了語言的交際效能。,,語文-國語文,,,,書面語,su-bīn-gí
103944,書聖,書法精妙，造詣極高的大書法家。,,語文-國語文,語文-國語文,語文-國語文,,書聖,su-sìng
103945,書櫃,放書的櫥櫃。,,綜合活動-綜合活動,,,,冊櫥 書櫥,tsheh-tû tsu-tû
103946,柴油,石油經蒸餾時，沸點約在攝氏175－300度，碳數10－16的部分，稱為「柴油」。揮發性比潤滑油高，比煤油低，主要用途為柴油引擎、噴射機燃料及照明等。,,自然科學-自然科學,,自然科學-地球科學,,柴油,tshâ-iû
103947,校隊,代表學校參加比賽的各種隊伍。,,健康與體育-健康與體育,綜合活動-綜合活動,,,校隊,hāu-tuī
103948,核心家庭,核心家庭是人類家庭的一種組合形式，指以婚姻為基礎，父母與未婚子女共同居住和生活的家庭。,,,社會-社會,社會-公民與社會,,核心家庭,hi̍k-sim ka-tîng hu̍t-sim ka-tîng
103949,根部,植物的營養器官之一，多生長在土裡，具有固定、吸收或貯藏水分、養分的功能。,健康與體育-健康與體育,自然科學-自然科學,,自然科學-生物,,根部,kin-pōo
103951,氣生根,由植物莖上發生的，生長在地面以上的、暴露在空氣中的不定根，一般無根冠和根毛的結構，如吊蘭和龜背竹等，能起到吸收氣體或支撐植物體向上生長，有保持水分的作用。常見於多年生的草本或木本植物中。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,自然科學-自然科學,自然科學-自然科學,,,鬚根 氣生根,tshiu-kin khì-sing-kin
103952,氣味,芳香或臭惡的味道。,健康與體育-健康與體育,自然科學-自然科學 健康與體育-健康與體育,自然科學-自然科學 綜合活動-綜合活動,自然科學-生物,,氣味,khì-bī
103953,氣象局,是以天氣預報、氣候預測、人工影響天氣、乾旱監測與預報、雷電防禦、農業氣象等服務項目為主要工作的政府部門。,,自然科學-自然科學,,自然科學-地球科學,,氣象局,khì-siōng-kio̍k
103954,氣象專家,研究大氣的物理特性及其變化的專業人士。,,自然科學-自然科學,,自然科學-地球科學,,氣象專家,khì-siōng tsuan-ka
103955,氣象觀測,觀測一般的地面氣象測報外，尚包含大氣理化觀測、密集的自動化雨量觀測網及農業氣象觀測等。,,自然科學-自然科學,,自然科學-地球科學,社會-地理,氣象觀測,khì-siōng kuan-tshik
103956,氣體中毒,接觸有毒氣體造成的中毒現象。,,,健康與體育-健康與體育,,,氣體中毒,khì-thé tiòng-to̍k
103957,浮葉性植物,根、莖或是塊莖固定在土裡，葉片漂浮在水面的水生植物。,,自然科學-自然科學,,,,浮葉性植物,phû-hio̍h-sìng si̍t-bu̍t
103958,海蝕,海水對海岸地帶的侵蝕。,,,社會-社會,,,海蝕,hái-si̍t
103959,海嘯,海底地震、坍方、火山爆發等地盤變動，引起海面水位變化所造成的巨大海浪。,,,自然科學-自然科學 綜合活動-綜合活動,自然科學-地球科學 健康與體育-健康教育,自然科學-地球科學,海漲,hái-tiòng hái-tiùnn
103960,海邊,鄰接海洋邊緣的陸地。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,自然科學-自然科學 綜合活動-綜合活動 健康與體育-健康與體育 社會-社會,,,健康與體育-體育,海邊仔,hái-pinn
103961,消化,食物在體內經過種種變化成為身體能夠利用物質的過程。,健康與體育-健康與體育,健康與體育-健康與體育,自然科學-自然科學,自然科學-生物,,消化,siau-huà
103962,消化器官,是多細胞生物用以進食、消化食物、獲取能量和營養、排遺剩餘廢物的一組器官。,,,健康與體育-健康與體育,,,消化器官,siau-huà khì-kuan
103963,消防栓,一種提供水源的消防設備。通常設在消防車易於到達的地方，或公眾使用的建築物內。,,社會-社會,綜合活動-綜合活動,,,消防栓,siau-hông-sng
103964,消費者保護法,為保護消費者權益，促進國民消費生活安全，提昇國民消費生活品質，所制定的法規。民國83年1月11日立法院三讀通過，總統公布施行，內容共分為7章64條。,,,社會-社會,社會-公民與社會,社會-歷史,消費者保護法,siau-huì-tsiá pó-hōo-huat
103965,消費者權益,指由國家法律通常是由一國的消費者權益基本法所確認的，在消費領域消費者能夠作出或不作出一定行為，以及其要求經營者相應作出或不作出一定行為的許可和保障。,,,,社會-公民與社會,,消費者權益,siau-huì-tsiá khuân-ik siau-huì-tsiá kuân-ik
103966,烏克麗麗,烏克麗麗在英國等地則拼為ukelele，簡稱uku或uke，彈奏者稱ukuer或uker，是一種夏威夷的撥弦樂器，歸屬在魯特琴樂器一族，通常有四條弦。,,,自然科學-自然科學 藝術-藝術 綜合活動-綜合活動,藝術-音樂,,四弦琴,sì-hiân-khîm
103967,烏腳病,因飲用含砷量過高的水而導致肢體末梢血管阻塞，繼而引發手腳壞死的疾病。病人有麻木、發冷及皮膚發黑、鑽痛、腐爛的症狀。一旦感染，通常自腳盤伸延，侵蝕到腎、臂，甚至全身。,,健康與體育-健康與體育,,,,烏跤病 烏焦蛇,oo-kha-pēnn oo-ta-tsuâ
103968,特性,某人或某事物所具有的獨特性質。,,自然科學-自然科學 藝術-藝術 綜合活動-綜合活動 健康與體育-健康與體育,自然科學-自然科學,自然科學-生物,,特性,ti̍k-sìng
103969,特長,特殊專長。,健康與體育-健康與體育,健康與體育-健康與體育,,,,特長,ti̍k-tióng
103970,特產,地方有名的作物或食品。,,社會-社會,綜合活動-綜合活動,社會-地理,,特產 土產 名產,ti̍k-sán thóo-sán bîng-sán
103971,特質,事物所表現出獨特優異的地方。,,語文-國語文 綜合活動-綜合活動  健康與體育-健康與體育,語文-國語文 藝術-藝術 綜合活動-綜合活動 健康與體育-健康與體育,藝術-表演藝術 健康與體育-健康教育,,特質,ti̍k-tsit
103972,珠螺,紅螺。軟體動物。,,綜合活動-綜合活動,,,,珠螺,tsu-lê
103973,留言板,可以留下溝通訊息的板子或位置。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,,綜合活動-綜合活動,,,留言枋,lâu-giân-pang
103974,病原體,病原體(pathogen)能引起疾病的微生物和寄生蟲的統稱。微生物佔絕大多數，包括病毒、衣原體、立克次體、支原體、細菌、螺旋體和真菌；寄生蟲主要有原蟲和嚅蟲。病原體屬於寄生性生物，所寄生的自然宿主為動植物和人。能感染人的微生物超過400種，它們廣泛存在於人的口、鼻、咽、消化道、泌尿生殖道以及皮膚中。,,,健康與體育-健康與體育,自然科學-生物 健康與體育-健康教育,自然科學-生物,病原體,pēnn-guân-thé
